Provincias de destino;Procedencia de los viajeros;Meses;Total
Rioja, La;No Residentes en España;Mayo;1,56
Rioja, La;No Residentes en España;Junio;1,9
Rioja, La;No Residentes en España;Julio;1,92
Rioja, La;No Residentes en España;Agosto;2,04
Rioja, La;No Residentes en España;Septiembre;1,77
Rioja, La;No Residentes en España;Octubre;1,85
Rioja, La;No Residentes en España;Noviembre;2,22
Rioja, La;No Residentes en España;Diciembre;3
Salamanca;Total;Total;2,3
Salamanca;Total;Enero;1,78
Salamanca;Total;Febrero;2,04
Salamanca;Total;Marzo;1,71
Salamanca;Total;Abril;2,26
Salamanca;Total;Mayo;1,71
Salamanca;Total;Junio;1,96
Salamanca;Total;Julio;2,74
Salamanca;Total;Agosto;3,68
Salamanca;Total;Septiembre;1,88
Salamanca;Total;Octubre;1,85
Salamanca;Total;Noviembre;1,74
Salamanca;Total;Diciembre;2,25
Salamanca;Residentes en España;Total;2,35
Salamanca;Residentes en España;Enero;1,79
Salamanca;Residentes en España;Febrero;2,06
Salamanca;Residentes en España;Marzo;1,72
Salamanca;Residentes en España;Abril;2,32
Salamanca;Residentes en España;Mayo;1,78
Salamanca;Residentes en España;Junio;1,97
Salamanca;Residentes en España;Julio;2,88
Salamanca;Residentes en España;Agosto;3,78
Salamanca;Residentes en España;Septiembre;1,93
Salamanca;Residentes en España;Octubre;1,88
Salamanca;Residentes en España;Noviembre;1,73
Salamanca;Residentes en España;Diciembre;2,27
Salamanca;No Residentes en España;Total;1,83
Salamanca;No Residentes en España;Enero;1,56
Salamanca;No Residentes en España;Febrero;1,81
Salamanca;No Residentes en España;Marzo;1,64
Salamanca;No Residentes en España;Abril;1,4
Salamanca;No Residentes en España;Mayo;1,21
Salamanca;No Residentes en España;Junio;1,92
Salamanca;No Residentes en España;Julio;1,57
Salamanca;No Residentes en España;Agosto;2,94
Salamanca;No Residentes en España;Septiembre;1,53
Salamanca;No Residentes en España;Octubre;1,62
Salamanca;No Residentes en España;Noviembre;1,86
Salamanca;No Residentes en España;Diciembre;1,69
Santa Cruz de Tenerife;Total;Total;4,92
Santa Cruz de Tenerife;Total;Enero;5,33
Santa Cruz de Tenerife;Total;Febrero;4,66
Santa Cruz de Tenerife;Total;Marzo;4,91
Santa Cruz de Tenerife;Total;Abril;4,81
Santa Cruz de Tenerife;Total;Mayo;4,72
Santa Cruz de Tenerife;Total;Junio;4,54
Santa Cruz de Tenerife;Total;Julio;4,95
Santa Cruz de Tenerife;Total;Agosto;4,94
Santa Cruz de Tenerife;Total;Septiembre;5,13
Santa Cruz de Tenerife;Total;Octubre;4,82
Santa Cruz de Tenerife;Total;Noviembre;5,09
Santa Cruz de Tenerife;Total;Diciembre;5,09
Santa Cruz de Tenerife;Residentes en España;Total;4,29
Santa Cruz de Tenerife;Residentes en España;Enero;5,2
Santa Cruz de Tenerife;Residentes en España;Febrero;4,18
Santa Cruz de Tenerife;Residentes en España;Marzo;4,72
Santa Cruz de Tenerife;Residentes en España;Abril;4,23
Santa Cruz de Tenerife;Residentes en España;Mayo;4,17
Santa Cruz de Tenerife;Residentes en España;Junio;3,85
Santa Cruz de Tenerife;Residentes en España;Julio;4,4
Santa Cruz de Tenerife;Residentes en España;Agosto;4,35
Santa Cruz de Tenerife;Residentes en España;Septiembre;4,51
Santa Cruz de Tenerife;Residentes en España;Octubre;4,08
Santa Cruz de Tenerife;Residentes en España;Noviembre;4,44
Santa Cruz de Tenerife;Residentes en España;Diciembre;3,88
Santa Cruz de Tenerife;No Residentes en España;Total;5,57
Santa Cruz de Tenerife;No Residentes en España;Enero;5,39
Santa Cruz de Tenerife;No Residentes en España;Febrero;4,93
Santa Cruz de Tenerife;No Residentes en España;Marzo;5
Santa Cruz de Tenerife;No Residentes en España;Abril;5,49
Santa Cruz de Tenerife;No Residentes en España;Mayo;5,58
Santa Cruz de Tenerife;No Residentes en España;Junio;6,27
Santa Cruz de Tenerife;No Residentes en España;Julio;6,31
Santa Cruz de Tenerife;No Residentes en España;Agosto;6,5
Santa Cruz de Tenerife;No Residentes en España;Septiembre;6,2
Santa Cruz de Tenerife;No Residentes en España;Octubre;5,72
Santa Cruz de Tenerife;No Residentes en España;Noviembre;5,42
Santa Cruz de Tenerife;No Residentes en España;Diciembre;5,92
Segovia;Total;Total;2,17
Segovia;Total;Enero;1,88
Segovia;Total;Febrero;1,79
Segovia;Total;Marzo;1,89
Segovia;Total;Abril;2,41
Segovia;Total;Mayo;1,89
Segovia;Total;Junio;1,87
Segovia;Total;Julio;2,4
Segovia;Total;Agosto;3,42
Segovia;Total;Septiembre;2
Segovia;Total;Octubre;1,98
Segovia;Total;Noviembre;1,85
Segovia;Total;Diciembre;2,25
Segovia;Residentes en España;Total;2,12
Segovia;Residentes en España;Enero;1,87
Segovia;Residentes en España;Febrero;1,8
Segovia;Residentes en España;Marzo;1,91
Segovia;Residentes en España;Abril;2,34
Segovia;Residentes en España;Mayo;1,82
Segovia;Residentes en España;Junio;1,86
Segovia;Residentes en España;Julio;2,33
Segovia;Residentes en España;Agosto;3,33
Segovia;Residentes en España;Septiembre;1,91
Segovia;Residentes en España;Octubre;1,89
Segovia;Residentes en España;Noviembre;1,8
Segovia;Residentes en España;Diciembre;2,3
Segovia;No Residentes en España;Total;3,11
Segovia;No Residentes en España;Enero;2,1
Segovia;No Residentes en España;Febrero;1,27
Segovia;No Residentes en España;Marzo;1,53
Segovia;No Residentes en España;Abril;4,06
Segovia;No Residentes en España;Mayo;2,81
Segovia;No Residentes en España;Junio;1,98
Segovia;No Residentes en España;Julio;3,75
Segovia;No Residentes en España;Agosto;5,25
Segovia;No Residentes en España;Septiembre;3,41
Segovia;No Residentes en España;Octubre;3,53
Segovia;No Residentes en España;Noviembre;3,16
Segovia;No Residentes en España;Diciembre;1,21
Sevilla;Total;Total;2,97
Sevilla;Total;Enero;2,59
Sevilla;Total;Febrero;2,52
Sevilla;Total;Marzo;2,34
Sevilla;Total;Abril;2,78
Sevilla;Total;Mayo;2,49
Sevilla;Total;Junio;2,88
Sevilla;Total;Julio;3,64
Sevilla;Total;Agosto;4,49
Sevilla;Total;Septiembre;2,67
Sevilla;Total;Octubre;2,63
Sevilla;Total;Noviembre;2,57
Sevilla;Total;Diciembre;2,68
Sevilla;Residentes en España;Total;2,68
Sevilla;Residentes en España;Enero;2,48
Sevilla;Residentes en España;Febrero;2,43
Sevilla;Residentes en España;Marzo;2,31
Sevilla;Residentes en España;Abril;2,64
Sevilla;Residentes en España;Mayo;2,2
Sevilla;Residentes en España;Junio;2,68
Sevilla;Residentes en España;Julio;3,08
Sevilla;Residentes en España;Agosto;3,75
Sevilla;Residentes en España;Septiembre;2,47
Sevilla;Residentes en España;Octubre;2,36
Sevilla;Residentes en España;Noviembre;2,36
Sevilla;Residentes en España;Diciembre;2,65
Sevilla;No Residentes en España;Total;4,62
Sevilla;No Residentes en España;Enero;3,33
Sevilla;No Residentes en España;Febrero;3,55
Sevilla;No Residentes en España;Marzo;2,59
Sevilla;No Residentes en España;Abril;3,37
Sevilla;No Residentes en España;Mayo;3,26
Sevilla;No Residentes en España;Junio;3,96
Sevilla;No Residentes en España;Julio;6,29
Sevilla;No Residentes en España;Agosto;7,18
Sevilla;No Residentes en España;Septiembre;3,94
Sevilla;No Residentes en España;Octubre;4,33
Sevilla;No Residentes en España;Noviembre;5,1
Sevilla;No Residentes en España;Diciembre;3,98
Soria;Total;Total;2,66
Soria;Total;Enero;2,41
Soria;Total;Febrero;2,15
Soria;Total;Marzo;2,15
Soria;Total;Abril;2,69
Soria;Total;Mayo;2,35
Soria;Total;Junio;2,48
Soria;Total;Julio;3,39
Soria;Total;Agosto;3,61
Soria;Total;Septiembre;2,27
Soria;Total;Octubre;2,4
Soria;Total;Noviembre;2,39
Soria;Total;Diciembre;2,82
Soria;Residentes en España;Total;2,63
Soria;Residentes en España;Enero;2,4
Soria;Residentes en España;Febrero;2,15
Soria;Residentes en España;Marzo;2,15
Soria;Residentes en España;Abril;2,69
Soria;Residentes en España;Mayo;2,31
Soria;Residentes en España;Junio;2,36
Soria;Residentes en España;Julio;3,32
Soria;Residentes en España;Agosto;3,59
Soria;Residentes en España;Septiembre;2,23
Soria;Residentes en España;Octubre;2,37
Soria;Residentes en España;Noviembre;2,33
Soria;Residentes en España;Diciembre;2,83
Soria;No Residentes en España;Total;3,98
Soria;No Residentes en España;Enero;2,79
Soria;No Residentes en España;Febrero;1,98
Soria;No Residentes en España;Marzo;2,12
Soria;No Residentes en España;Abril;2,42
Soria;No Residentes en España;Mayo;3,4
Soria;No Residentes en España;Junio;5,3
Soria;No Residentes en España;Julio;5,73
Soria;No Residentes en España;Agosto;3,9
Soria;No Residentes en España;Septiembre;4,97
Soria;No Residentes en España;Octubre;5,46
Soria;No Residentes en España;Noviembre;30
Soria;No Residentes en España;Diciembre;2,1
Tarragona;Total;Total;2,88
Tarragona;Total;Enero;2,29
Tarragona;Total;Febrero;2,01
Tarragona;Total;Marzo;2,12
Tarragona;Total;Abril;2,89
Tarragona;Total;Mayo;2,12
Tarragona;Total;Junio;2,31
Tarragona;Total;Julio;3,97
Tarragona;Total;Agosto;5,07
Tarragona;Total;Septiembre;2,15
Tarragona;Total;Octubre;2,11
Tarragona;Total;Noviembre;2,24
Tarragona;Total;Diciembre;2,43
Tarragona;Residentes en España;Total;2,65
Tarragona;Residentes en España;Enero;2,1
Tarragona;Residentes en España;Febrero;2,01
Tarragona;Residentes en España;Marzo;2,12
Tarragona;Residentes en España;Abril;2,66
Tarragona;Residentes en España;Mayo;2,19
Tarragona;Residentes en España;Junio;2,33
Tarragona;Residentes en España;Julio;3,46
Tarragona;Residentes en España;Agosto;4,75
Tarragona;Residentes en España;Septiembre;2,08
Tarragona;Residentes en España;Octubre;2
Tarragona;Residentes en España;Noviembre;2,15
Tarragona;Residentes en España;Diciembre;2,42
Tarragona;No Residentes en España;Total;4,82
Tarragona;No Residentes en España;Enero;3,8
Tarragona;No Residentes en España;Febrero;1,84
Tarragona;No Residentes en España;Marzo;1,9
Tarragona;No Residentes en España;Abril;5,46
Tarragona;No Residentes en España;Mayo;1,45
Tarragona;No Residentes en España;Junio;1,93
Tarragona;No Residentes en España;Julio;6,12
Tarragona;No Residentes en España;Agosto;5,98
Tarragona;No Residentes en España;Septiembre;2,74
Tarragona;No Residentes en España;Octubre;4,11
Tarragona;No Residentes en España;Noviembre;4,85
Tarragona;No Residentes en España;Diciembre;2,74
Teruel;Total;Total;2,76
Teruel;Total;Enero;2,36
Teruel;Total;Febrero;2,23
Teruel;Total;Marzo;2,45
Teruel;Total;Abril;2,8
Teruel;Total;Mayo;2,21
Teruel;Total;Junio;2,51
Teruel;Total;Julio;3,28
Teruel;Total;Agosto;3,81
Teruel;Total;Septiembre;2,52
Teruel;Total;Octubre;2,6
Teruel;Total;Noviembre;2,52
Teruel;Total;Diciembre;2,72
Teruel;Residentes en España;Total;2,7
Teruel;Residentes en España;Enero;2,35
Teruel;Residentes en España;Febrero;2,22
Teruel;Residentes en España;Marzo;2,38
Teruel;Residentes en España;Abril;2,75
Teruel;Residentes en España;Mayo;2,18
Teruel;Residentes en España;Junio;2,45
Teruel;Residentes en España;Julio;3,25
Teruel;Residentes en España;Agosto;3,72
Teruel;Residentes en España;Septiembre;2,45
Teruel;Residentes en España;Octubre;2,42
Teruel;Residentes en España;Noviembre;2,46
Teruel;Residentes en España;Diciembre;2,66
Teruel;No Residentes en España;Total;4,17
Teruel;No Residentes en España;Enero;2,94
Teruel;No Residentes en España;Febrero;2,83
Teruel;No Residentes en España;Marzo;3,58
Teruel;No Residentes en España;Abril;3,52
Teruel;No Residentes en España;Mayo;2,67
Teruel;No Residentes en España;Junio;3,77
Teruel;No Residentes en España;Julio;4,11
Teruel;No Residentes en España;Agosto;6,86
Teruel;No Residentes en España;Septiembre;3,5
Teruel;No Residentes en España;Octubre;5,18
Teruel;No Residentes en España;Noviembre;5,12
Teruel;No Residentes en España;Diciembre;6,42
Toledo;Total;Total;2,14
Toledo;Total;Enero;2,33
Toledo;Total;Febrero;2,02
Toledo;Total;Marzo;2,05
Toledo;Total;Abril;2,1
Toledo;Total;Mayo;2,07
Toledo;Total;Junio;1,86
Toledo;Total;Julio;2,28
Toledo;Total;Agosto;2,64
Toledo;Total;Septiembre;1,97
Toledo;Total;Octubre;2,08
Toledo;Total;Noviembre;1,92
Toledo;Total;Diciembre;2,26
Toledo;Residentes en España;Total;2,13
Toledo;Residentes en España;Enero;2,35
Toledo;Residentes en España;Febrero;2,01
Toledo;Residentes en España;Marzo;2,05
Toledo;Residentes en España;Abril;2,11
Toledo;Residentes en España;Mayo;2,07
Toledo;Residentes en España;Junio;1,87
Toledo;Residentes en España;Julio;2,3
Toledo;Residentes en España;Agosto;2,49
Toledo;Residentes en España;Septiembre;1,94
Toledo;Residentes en España;Octubre;2,08
Toledo;Residentes en España;Noviembre;1,93
Toledo;Residentes en España;Diciembre;2,27
Toledo;No Residentes en España;Total;2,66
Toledo;No Residentes en España;Enero;1,73
Toledo;No Residentes en España;Febrero;2,65
Toledo;No Residentes en España;Marzo;1,98
Toledo;No Residentes en España;Abril;1,35
Toledo;No Residentes en España;Mayo;1,24
Toledo;No Residentes en España;Junio;1,53
Toledo;No Residentes en España;Julio;1,43
Toledo;No Residentes en España;Agosto;6,53
Toledo;No Residentes en España;Septiembre;2,69
Toledo;No Residentes en España;Octubre;2,14
Toledo;No Residentes en España;Noviembre;1,06
Toledo;No Residentes en España;Diciembre;1,73
Valencia;Total;Total;2,74
Valencia;Total;Enero;2,4
Valencia;Total;Febrero;2,21
Valencia;Total;Marzo;2,22
Valencia;Total;Abril;2,54
Valencia;Total;Mayo;2,19
Valencia;Total;Junio;2,36
Valencia;Total;Julio;3,52
Valencia;Total;Agosto;4,46
Valencia;Total;Septiembre;2,62
Valencia;Total;Octubre;2,17
Valencia;Total;Noviembre;2,39
Valencia;Total;Diciembre;2,57
Valencia;Residentes en España;Total;2,56
Valencia;Residentes en España;Enero;2,18
Valencia;Residentes en España;Febrero;2,14
Valencia;Residentes en España;Marzo;2,06
Valencia;Residentes en España;Abril;2,52
Valencia;Residentes en España;Mayo;2,12
Valencia;Residentes en España;Junio;2,27
Valencia;Residentes en España;Julio;3,22
Valencia;Residentes en España;Agosto;4,1
Valencia;Residentes en España;Septiembre;2,42
Valencia;Residentes en España;Octubre;2,07
Valencia;Residentes en España;Noviembre;2,23
Valencia;Residentes en España;Diciembre;2,48
Valencia;No Residentes en España;Total;4,19
Valencia;No Residentes en España;Enero;4,46
Valencia;No Residentes en España;Febrero;2,94
Valencia;No Residentes en España;Marzo;3,32
Valencia;No Residentes en España;Abril;2,72
Valencia;No Residentes en España;Mayo;2,92
Valencia;No Residentes en España;Junio;3,35
Valencia;No Residentes en España;Julio;5,09
Valencia;No Residentes en España;Agosto;6,37
Valencia;No Residentes en España;Septiembre;4,45
Valencia;No Residentes en España;Octubre;3,22
Valencia;No Residentes en España;Noviembre;3,76
Valencia;No Residentes en España;Diciembre;4,43
Valladolid;Total;Total;2,25
Valladolid;Total;Enero;2,27
Valladolid;Total;Febrero;2,05
Valladolid;Total;Marzo;1,87
Valladolid;Total;Abril;2,12
Valladolid;Total;Mayo;1,99
Valladolid;Total;Junio;1,95
Valladolid;Total;Julio;2,43
Valladolid;Total;Agosto;2,65
Valladolid;Total;Septiembre;2,8
Valladolid;Total;Octubre;2,41
Valladolid;Total;Noviembre;2,13
Valladolid;Total;Diciembre;2,09
Valladolid;Residentes en España;Total;2,2
Valladolid;Residentes en España;Enero;2,27
Valladolid;Residentes en España;Febrero;2,02
Valladolid;Residentes en España;Marzo;1,89
Valladolid;Residentes en España;Abril;2,14
Valladolid;Residentes en España;Mayo;2,01
Valladolid;Residentes en España;Junio;1,93
Valladolid;Residentes en España;Julio;2,51
Valladolid;Residentes en España;Agosto;2,52
Valladolid;Residentes en España;Septiembre;2,49
Valladolid;Residentes en España;Octubre;2,2
Valladolid;Residentes en España;Noviembre;2,14
Valladolid;Residentes en España;Diciembre;2,11
Valladolid;No Residentes en España;Total;2,86
Valladolid;No Residentes en España;Enero;2,08
Valladolid;No Residentes en España;Febrero;2,97
Valladolid;No Residentes en España;Marzo;1,74
Valladolid;No Residentes en España;Abril;1,88
Valladolid;No Residentes en España;Mayo;1,77
Valladolid;No Residentes en España;Junio;2,22
Valladolid;No Residentes en España;Julio;1,66
Valladolid;No Residentes en España;Agosto;3,74
Valladolid;No Residentes en España;Septiembre;5,25
Valladolid;No Residentes en España;Octubre;4,37
Valladolid;No Residentes en España;Noviembre;1,86
Valladolid;No Residentes en España;Diciembre;1,63
Zamora;Total;Total;2,22
Zamora;Total;Enero;1,7
Zamora;Total;Febrero;1,82
Zamora;Total;Marzo;1,96
Zamora;Total;Abril;2,21
Zamora;Total;Mayo;1,9
Zamora;Total;Junio;1,96
Zamora;Total;Julio;2,4
Zamora;Total;Agosto;2,89
Zamora;Total;Septiembre;1,93
Zamora;Total;Octubre;1,98
Zamora;Total;Noviembre;2,16
Zamora;Total;Diciembre;2,37
Zamora;Residentes en España;Total;2,27
Zamora;Residentes en España;Enero;1,71
Zamora;Residentes en España;Febrero;1,83
Zamora;Residentes en España;Marzo;1,91
Zamora;Residentes en España;Abril;2,25
Zamora;Residentes en España;Mayo;2
Zamora;Residentes en España;Junio;2,07
Zamora;Residentes en España;Julio;2,43
Zamora;Residentes en España;Agosto;3,01
Zamora;Residentes en España;Septiembre;1,97
Zamora;Residentes en España;Octubre;2
Zamora;Residentes en España;Noviembre;2,2
Zamora;Residentes en España;Diciembre;2,43
Zamora;No Residentes en España;Total;1,6
Zamora;No Residentes en España;Enero;1,59
Zamora;No Residentes en España;Febrero;1,48
Zamora;No Residentes en España;Marzo;2,68
Zamora;No Residentes en España;Abril;1,87
Zamora;No Residentes en España;Mayo;1,18
Zamora;No Residentes en España;Junio;1,27
Zamora;No Residentes en España;Julio;2,11
Zamora;No Residentes en España;Agosto;1,5
Zamora;No Residentes en España;Septiembre;1,25
Zamora;No Residentes en España;Octubre;1,77
Zamora;No Residentes en España;Noviembre;1,2
Zamora;No Residentes en España;Diciembre;1,38
Zaragoza;Total;Total;2,81
Zaragoza;Total;Enero;3,45
Zaragoza;Total;Febrero;2,89
Zaragoza;Total;Marzo;2,9
Zaragoza;Total;Abril;2,66
Zaragoza;Total;Mayo;2,73
Zaragoza;Total;Junio;2,49
Zaragoza;Total;Julio;3,24
Zaragoza;Total;Agosto;3,44
Zaragoza;Total;Septiembre;2,24
Zaragoza;Total;Octubre;2,72
Zaragoza;Total;Noviembre;2,4
Zaragoza;Total;Diciembre;2,8
Zaragoza;Residentes en España;Total;2,82
Zaragoza;Residentes en España;Enero;3,45
Zaragoza;Residentes en España;Febrero;2,95
Zaragoza;Residentes en España;Marzo;2,85
Zaragoza;Residentes en España;Abril;2,74
Zaragoza;Residentes en España;Mayo;2,84
Zaragoza;Residentes en España;Junio;2,49
Zaragoza;Residentes en España;Julio;3,21
Zaragoza;Residentes en España;Agosto;3,46
Zaragoza;Residentes en España;Septiembre;2,3
Zaragoza;Residentes en España;Octubre;2,64
Zaragoza;Residentes en España;Noviembre;2,4
Zaragoza;Residentes en España;Diciembre;2,8
Zaragoza;No Residentes en España;Total;2,66
Zaragoza;No Residentes en España;Enero;3,5
Zaragoza;No Residentes en España;Febrero;2,16
Zaragoza;No Residentes en España;Marzo;3,58
Zaragoza;No Residentes en España;Abril;1,66
Zaragoza;No Residentes en España;Mayo;1,92
Zaragoza;No Residentes en España;Junio;2,45
Zaragoza;No Residentes en España;Julio;3,45
Zaragoza;No Residentes en España;Agosto;3,32
Zaragoza;No Residentes en España;Septiembre;1,67
Zaragoza;No Residentes en España;Octubre;3,48
Zaragoza;No Residentes en España;Noviembre;2,35
Zaragoza;No Residentes en España;Diciembre;2,64
